Marca,Modelo,Condicao,Memoria,Bateria,Preco,TempoConta,Vendas,Golpe
Apple,iPhone 12 Pro Max,Usado - Excelente,256,Boa (80% ate 94%),1990.55,3,9,Sim
Apple,iPhone XS Max,Recondicionado,128,Boa (80% ate 94%),741.51,229,14,Sim
Apple,iPhone 11 Pro Max,Novo,512,Perfeita (95% ate 100%),3751.56,124,4,Sim
Apple,iPhone 11 Pro Max,Usado - Excelente,128,Perfeita (95% ate 100%),1600.01,182,17,Sim
Apple,iPhone 12 Pro Max,Recondicionado,32,Ok (60% ate 79%),1149.59,36,8,Sim
Apple,iPhone 12 Mini,Usado - Bom,1024,Muito Ruim (abaixo de 39%),3369.12,332,5,Sim
Apple,iPhone X,Novo,32,Ruim (40% ate 59%),1342.05,135,3,Sim
Apple,iPhone 12 Pro,Usado - Bom,256,Boa (80% ate 94%),2235.58,238,1,Sim
Apple,iPhone 11,Recondicionado,512,Ok (60% ate 79%),2904.35,165,4,Sim
Apple,iPhone 11 Pro,Com defeito,512,Ruim (40% ate 59%),1759.56,66,2,Sim
Apple,iPhone 12 Mini,Recondicionado,512,Ok (60% ate 79%),3740.47,43,10,Sim
Apple,iPhone 12 Mini,Recondicionado,128,Boa (80% ate 94%),1487.3,339,17,Sim
Apple,iPhone XS,Recondicionado,256,Ok (60% ate 79%),3393.42,60,5,Sim
Apple,iPhone 12,Novo,64,Perfeita (95% ate 100%),3921.32,214,13,Sim
Apple,iPhone 12 Pro,Usado - Excelente,128,Boa (80% ate 94%),2277.21,259,10,Sim
Apple,iPhone XR,Com defeito,64,Muito Ruim (abaixo de 39%),2237.5,211,17,Sim
Apple,iPhone XR,Com defeito,512,Perfeita (95% ate 100%),3736.51,79,3,Sim
Apple,iPhone 12,Usado - Bom,32,Ruim (40% ate 59%),2725.96,15,14,Sim
Apple,iPhone 12 Mini,Usado - Bom,256,Ok (60% ate 79%),2991.45,364,15,Sim
Apple,iPhone 11,Novo,64,Boa (80% ate 94%),3420.48,239,15,Sim
Apple,iPhone 11 Pro,Usado - Excelente,32,Perfeita (95% ate 100%),3943.51,109,12,Sim
Apple,iPhone XR,Com defeito,256,Muito Ruim (abaixo de 39%),1305.0,236,5,Nao
Apple,iPhone X,Recondicionado,32,Muito Ruim (abaixo de 39%),2426.3,167,13,Sim
Apple,iPhone X,Recondicionado,1024,Ok (60% ate 79%),3611.56,28,5,Sim
Apple,iPhone 12 Mini,Recondicionado,64,Perfeita (95% ate 100%),2541.14,57,18,Nao
Apple,iPhone X,Com defeito,32,Muito Ruim (abaixo de 39%),929.06,364,3,Sim
Apple,iPhone 12 Pro Max,Com defeito,512,Muito Ruim (abaixo de 39%),2224.54,81,19,Sim
Apple,iPhone 11,Recondicionado,64,Ok (60% ate 79%),2185.77,42,10,Nao
Apple,iPhone XR,Usado - Bom,512,Ruim (40% ate 59%),3341.95,155,15,Sim
Apple,iPhone 11 Pro Max,Usado - Bom,32,Ok (60% ate 79%),3392.78,264,19,Sim
Apple,iPhone 11,Novo,32,Boa (80% ate 94%),1038.91,251,12,Sim
Apple,iPhone 12 Mini,Com defeito,64,Muito Ruim (abaixo de 39%),1116.15,244,15,Sim
Apple,iPhone XS,Recondicionado,1024,Ok (60% ate 79%),3541.27,228,19,Sim
Apple,iPhone 12 Mini,Recondicionado,32,Muito Ruim (abaixo de 39%),3120.99,343,5,Sim
Apple,iPhone XS Max,Usado - Excelente,512,Ok (60% ate 79%),3709.34,136,6,Sim
Apple,iPhone X,Usado - Excelente,1024,Ok (60% ate 79%),2000.36,352,7,Sim
Apple,iPhone X,Usado - Excelente,1024,Muito Ruim (abaixo de 39%),2719.03,289,14,Sim
Apple,iPhone X,Com defeito,128,Ok (60% ate 79%),3467.2,8,10,Sim
Apple,iPhone XS,Novo,32,Ok (60% ate 79%),873.49,272,3,Sim
Apple,iPhone 12 Mini,Novo,32,Ok (60% ate 79%),3303.73,351,18,Sim
Apple,iPhone 12 Pro,Recondicionado,128,Ok (60% ate 79%),2434.78,256,16,Sim
Apple,iPhone 12,Usado - Excelente,64,Ok (60% ate 79%),3749.55,365,7,Sim
Apple,iPhone 12,Novo,32,Ok (60% ate 79%),989.81,170,12,Sim
Apple,iPhone 12 Pro,Novo,128,Muito Ruim (abaixo de 39%),3488.32,233,7,Nao
Apple,iPhone 12,Usado - Excelente,1024,Ruim (40% ate 59%),1383.18,259,19,Sim
Apple,iPhone 11 Pro,Novo,512,Boa (80% ate 94%),2775.49,43,19,Sim
Apple,iPhone XR,Usado - Bom,512,Ruim (40% ate 59%),2687.46,340,13,Sim
Apple,iPhone 11,Usado - Bom,128,Muito Ruim (abaixo de 39%),1960.61,89,8,Nao
Apple,iPhone 12 Pro Max,Novo,128,Ok (60% ate 79%),2093.62,81,19,Sim
Apple,iPhone 11 Pro,Novo,64,Ruim (40% ate 59%),1671.84,137,16,Sim
Apple,iPhone 11 Pro,Usado - Bom,1024,Ruim (40% ate 59%),1568.16,222,3,Sim
Apple,iPhone X,Com defeito,128,Ok (60% ate 79%),3245.12,139,13,Sim
Apple,iPhone 12 Mini,Usado - Bom,32,Boa (80% ate 94%),1048.7,64,4,Sim
Apple,iPhone XS,Novo,256,Muito Ruim (abaixo de 39%),1610.2,61,20,Nao
Apple,iPhone 12,Novo,64,Perfeita (95% ate 100%),808.18,214,15,Sim
Apple,iPhone XS Max,Recondicionado,128,Muito Ruim (abaixo de 39%),722.26,56,8,Sim
Apple,iPhone 12 Pro,Com defeito,32,Muito Ruim (abaixo de 39%),3548.3,91,2,Sim
Apple,iPhone 11 Pro,Usado - Bom,512,Perfeita (95% ate 100%),2493.35,100,14,Sim
Apple,iPhone 12 Pro,Com defeito,512,Ok (60% ate 79%),3566.34,23,14,Sim
Apple,iPhone 12 Pro,Usado - Bom,128,Perfeita (95% ate 100%),2679.98,152,19,Sim
Apple,iPhone XS,Usado - Bom,1024,Boa (80% ate 94%),1891.19,28,6,Sim
Apple,iPhone 12 Pro Max,Usado - Bom,128,Ruim (40% ate 59%),1924.69,149,10,Sim
Apple,iPhone XS,Usado - Excelente,32,Ruim (40% ate 59%),2307.29,306,3,Sim
Apple,iPhone 11,Recondicionado,64,Boa (80% ate 94%),1060.92,8,17,Sim
Apple,iPhone 11 Pro Max,Usado - Bom,32,Ok (60% ate 79%),1342.13,1,4,Sim
Apple,iPhone 12 Mini,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1226.43,50,13,Sim
Apple,iPhone 11 Pro Max,Novo,512,Muito Ruim (abaixo de 39%),875.31,177,6,Sim
Apple,iPhone XS Max,Usado - Excelente,32,Muito Ruim (abaixo de 39%),2756.53,256,6,Sim
Apple,iPhone 12 Mini,Novo,32,Ok (60% ate 79%),3125.17,119,11,Sim
Apple,iPhone 11,Usado - Excelente,512,Perfeita (95% ate 100%),3190.44,256,5,Sim
Apple,iPhone 12 Mini,Usado - Excelente,512,Ruim (40% ate 59%),1894.68,120,7,Sim
Apple,iPhone XS Max,Usado - Bom,1024,Ok (60% ate 79%),3606.57,344,16,Sim
Apple,iPhone 11,Recondicionado,64,Perfeita (95% ate 100%),3673.07,264,2,Sim
Apple,iPhone 12,Usado - Excelente,64,Ruim (40% ate 59%),1005.27,355,2,Sim
Apple,iPhone 12 Pro,Recondicionado,128,Muito Ruim (abaixo de 39%),1641.01,38,4,Sim
Apple,iPhone 12,Com defeito,1024,Muito Ruim (abaixo de 39%),3923.07,254,13,Sim
Apple,iPhone XR,Com defeito,1024,Ok (60% ate 79%),1153.17,193,18,Sim
Apple,iPhone 11,Usado - Excelente,256,Muito Ruim (abaixo de 39%),3787.29,283,11,Sim
Apple,iPhone XS Max,Recondicionado,512,Ok (60% ate 79%),2796.85,303,12,Sim
Apple,iPhone 11 Pro,Recondicionado,32,Ruim (40% ate 59%),3622.59,317,19,Sim
